제조사,모델명,연료,연식,주행거리(km),시세_평균(만원),시세_최저(만원),시세_최고(만원),사고여부
BMW,X6 (G06) xDrive40i M 스포츠,가솔린,202108,76059,8133,5550,12650,X
벤츠,AMG GT 4도어 43 4MATIC+,가솔린,202207,20156,9827,80,99990,X
BMW,5시리즈 (G30) 530i 럭셔리,가솔린,202209,26468,3427,1550,9999,X
현대,싼타페 더 프라임 디젤 2.0 2WD 익스클루시브,디젤,201606,115098,1490,720,9999,O
기아,카니발 4세대 7인승 노블레스,디젤,202303,47079,3175,1930,4900,X
KG모빌리티,베리 뉴 티볼리 가솔린 1.5 2WD V3,가솔린,202109,32543,1281,860,1590,X
현대,아반떼 (CN7) 2.0 N,가솔린,202203,69800,1840,1230,2440,X
볼보,XC60 2세대 T6 인스크립션,가솔린,202007,88365,4286,1790,6318,X
현대,싼타페 (MX5) HEV 1.6 4WD 캘리그래피,가솔린+전기,202311,34618,3734,2970,4450,O
기아,스포티지 5세대 디젤 2.0 2WD 프레스티지,디젤,202112,156255,2575,1900,9999,X
기아,쏘렌토 4세대 디젤 2.2 4WD 노블레스,디젤,202104,138017,2821,1789,3790,X
기아,더 뉴 쏘렌토 디젤 2.0 2WD 노블레스 스페셜,디젤,201710,82241,2001,1350,2580,X
포드,익스플로러 2.3 리미티드 4WD 5세대,가솔린,201806,102955,1672,720,9999,X
제네시스,GV70 2.5T 가솔린 AWD (세부등급 없음),가솔린,202304,79322,4308,1392,9999,X
현대,쏘나타 (DN8) 1.6 터보 인스퍼레이션,가솔린,201910,46182,1762,1190,2640,X
현대,팰리세이드 디젤 2.2 2WD 익스클루시브,디젤,202204,114891,2881,672,4399,X
BMW,1시리즈 (F40) 120i M 스포츠,가솔린,202207,54703,2694,1880,4889,X
기아,쏘렌토 4세대 가솔린 2.5T 2WD 시그니처,가솔린,202102,51147,2821,1789,3790,X
르노코리아,SM6 2.0 GDe RE,가솔린,201604,114395,751,480,1099,O
벤츠,AMG GT 4도어 43 4MATIC+,가솔린,202005,115790,9827,80,99990,X
기아,셀토스 디젤 1.6 2WD 프레스티지,디젤,201908,89466,1831,1250,2320,X
현대,아이오닉6 롱레인지 익스클루시브 플러스,전기,202209,22614,3328,768,9999,X
재규어,F-TYPE P380 R-다이나믹 쿠페 X152,가솔린,201904,91549,4151,1870,7700,O
제네시스,G90 3.8 AWD 프리미엄 럭셔리,가솔린,202103,92067,3374,1990,5150,O
기아,스팅어 2.0 터보 AWD 플래티넘,가솔린,202001,106077,1921,1390,9999,X
현대,아슬란 G300 모던,가솔린,201612,88241,870,430,1400,X
포드,익스플로러 6세대 2.3 리미티드 4WD,가솔린,202102,34701,3446,2199,5650,X
쉐보레,올란도 2.0 디젤 LT 세이프티팩,디젤,201311,136744,437,210,730,O
현대,싼타페 TM 디젤 2.0 2WD 프레스티지,디젤,201804,73497,2087,1590,2750,X
제네시스,GV80 3.5T 가솔린 AWD (세부등급 없음),가솔린,202008,35056,5255,1722,7790,X
기아,올 뉴 카니발 9인승 프레스티지,디젤,201505,127277,1217,668,1949,O
KG모빌리티,더 뉴 렉스턴 스포츠 칸 디젤 2.2 4WD 익스페디션,디젤,202207,27346,2593,1850,3490,O
볼보,XC90 2세대 D5 인스크립션,디젤,201704,139333,5138,1850,10500,X
기아,더 뉴 레이 밴 프레스티지 스페셜(1인승),가솔린,202207,6794,1198,27,9999,O
KG모빌리티,올 뉴 렉스턴 디젤 2.2 4WD 더 블랙,디젤,202012,71297,2791,2100,3550,X
현대,더 뉴 싼타페 HEV 1.6 2WD 프레스티지 초이스,가솔린+전기,202308,18473,3312,1730,9999,X
기아,K5 3세대 1.6 터보 시그니처,가솔린,202110,81092,2112,1350,3250,X
기아,모하비 더 마스터 디젤 3.0 4WD 6인승 마스터즈,디젤,202411,11498,3549,2230,5490,X
KG모빌리티,뉴체어맨 W CW600 4TRONIC 프레스티지,가솔린,201509,88925,594,230,1090,X
테슬라,모델 3 스탠다드 레인지 플러스 RWD,전기,202006,102328,2990,1880,4870,X
현대,스타리아 4WD 투어러 11인승 모던,디젤,202207,71603,3336,21,6000,X
기아,올 뉴 모닝 (JA) 프레스티지,가솔린,201803,51508,1002,390,7999,X
현대,더 뉴 싼타페 디젤 2.2 4WD 프레스티지,디젤,202112,76633,3312,1730,9999,X
혼다,오딧세이 3.5 5세대,가솔린,202312,42949,2550,630,4415,X
기아,카니발 4세대 9인승 노블레스,디젤,202110,73762,3175,1930,4900,X
포드,익스플로러 2.3 리미티드 4WD 5세대,가솔린,201803,58373,1672,720,9999,X
벤츠,E-클래스 W214 E200 아방가르드,가솔린,202409,7631,7003,3090,12990,X
현대,그랜드 스타렉스 12인승 왜건 모던,디젤,201604,142700,1224,499,9998,X
BMW,5시리즈 (F10) 520d,디젤,201405,194667,1145,450,3333,X
기아,K7 프리미어 하이브리드 노블레스,가솔린+전기,202103,109534,2286,1720,3090,X
현대,코나 1.6 터보 2WD 모던 팝,가솔린,201808,102568,1433,959,1930,X
현대,더 뉴 아반떼 (CN7) 1.6 모던,가솔린,202406,42885,2269,33,3350,X
아우디,Q3 (F3) 35 TDI 콰트로 프리미엄,디젤,202208,73752,4618,999,5990,X
르노코리아,더 뉴 QM6 2.0 LPe RE 시그니처 2WD,LPG(일반인 구입),201906,113431,2216,1150,9999,O
쉐보레,올란도 LPG 플래티넘 패키지,LPG(일반인 구입),201504,73904,437,210,730,X
기아,쏘렌토 4세대 디젤 2.2 2WD 프레스티지,디젤,202205,58371,2821,1789,3790,X
벤츠,E-클래스 W213 E250 아방가르드,가솔린,202012,121687,3679,1940,7890,O
기아,K7 프리미어 2.5 GDI X 에디션,가솔린,202011,64153,1980,1290,2490,X
벤츠,E-클래스 W213 E300 익스클루시브,가솔린,201810,100661,3679,1940,7890,O
현대,아반떼 (CN7) 1.6 모던,가솔린,202201,79903,1840,1230,2440,X
기아,쏘렌토 4세대 가솔린 2.5T 2WD 노블레스,가솔린,202302,43474,2821,1789,3790,X
벤츠,GLE-클래스 W167 GLE350e 4MATIC 쿠페,가솔린+전기,202110,51499,8252,5090,18855,X
볼보,XC60 2세대 T6 인스크립션,가솔린,202004,48587,4286,1790,6318,O
벤츠,E-클래스 W214 E200 아방가르드,가솔린,202409,7631,7003,3090,12990,O
현대,코나 1.6 터보 2WD 모던 팝,가솔린,201808,102568,1433,959,1930,O
기아,더 프레스티지 K7 2.4 GDI 프레스티지,가솔린,201201,132075,471,310,699,O
현대,더 뉴 아반떼 (CN7) 1.6 모던,가솔린,202406,42885,2269,33,3350,O
테슬라,모델 3 롱 레인지 AWD,전기,202106,57764,2990,1880,4870,X
기아,더 뉴 레이 밴 프레스티지 스페셜(1인승),가솔린,202207,6794,1198,27,9999,X
BMW,5시리즈 (G30) 523d M 스포츠,디젤,202205,84936,3427,1550,9999,X
현대,팰리세이드 디젤 2.2 2WD 프레스티지,디젤,202108,52608,2881,672,4399,X
KG모빌리티,더 뉴 렉스턴 스포츠 칸 디젤 2.2 4WD 익스페디션,디젤,202207,27346,2593,1850,3490,X
기아,더 뉴 카니발 9인승 프레스티지,디젤,201904,131323,2136,918,9999,O
BMW,1시리즈 (F40) 120i M 스포츠,가솔린,202207,54703,2694,1880,4889,O
기아,스포티지 5세대 디젤 2.0 2WD 프레스티지,디젤,202112,156255,2575,1900,9999,O
벤츠,AMG GT 4도어 43 4MATIC+,가솔린,202005,115790,9827,80,99990,O
재규어,F-TYPE P380 R-다이나믹 쿠페 X152,가솔린,201904,91549,4151,1870,7700,X
제네시스,G90 3.8 AWD 프리미엄 럭셔리,가솔린,202103,92067,3374,1990,5150,X
제네시스,EQ900 3.8 GDI AWD 프리미엄 럭셔리,가솔린,201706,132492,1799,950,2700,X
렉서스,ES300h 7세대 럭셔리 플러스,가솔린+전기,202204,33053,4155,3149,5750,X
BMW,X1 (F48) xDrive 20i xLine,가솔린,202104,41725,3009,720,9999,X
쉐보레,리얼 뉴 콜로라도 3.6 Z71-X 4WD,가솔린,202202,38192,2607,1995,3590,O
포드,익스플로러 6세대 2.3 ST-라인 4WD,가솔린,202503,7475,3446,2199,5650,X
현대,아반떼 (CN7) 1.6 스마트,가솔린,202211,69589,1840,1230,2440,X
기아,모닝 어반 (JA) 프레스티지,가솔린,202010,34233,1423,699,9999,O
링컨,코세어 2.0 리저브 AWD,가솔린,202103,32561,2769,1950,3260,O
현대,싼타페 (MX5) HEV 1.6 2WD 캘리그래피,가솔린+전기,202312,128,3734,2970,4450,O
기아,더 뉴 기아 레이 그래비티,가솔린,202309,24283,1507,324,1999,O
르노코리아,QM6 가솔린 2WD RE 시그니처,가솔린,201809,81878,1121,750,1399,X
쉐보레,더 뉴 말리부 2.0 터보 프리미어 스페셜,가솔린,202208,46219,1443,799,2030,X
제네시스,G70 2.0T AWD 엘리트,가솔린,201911,113969,2149,1520,3099,X
아우디,A7 (4K) 55 TFSI 콰트로 프리미엄,가솔린,202003,76842,4837,3450,9999,X
벤츠,CLS-클래스 C257 CLS300d 4MATIC,디젤,202306,42085,4626,2720,6499,O
BMW,X1 (F48) xDrive 20i M 스포츠,가솔린,202104,79737,3009,720,9999,O
기아,더 뉴 셀토스 가솔린 1.6 터보 4WD 시그니처,가솔린,202305,25087,2959,1518,9999,X
쉐보레,알페온 EL300 슈프림,가솔린,201104,141875,357,190,695,X
벤츠,E-클래스 W213 E220d 익스클루시브,디젤,201609,93520,3679,1940,7890,X
르노코리아,XM3 1.3 TCe RE 시그니처,가솔린,202008,19615,1782,990,9999,X
기아,올 뉴 K3 프레스티지,가솔린,201804,105634,1230,780,1770,X
포드,익스플로러 6세대 2.3 리미티드 4WD,가솔린,202004,36538,3446,2199,5650,X
현대,싼타페 (MX5) HEV 1.6 2WD 캘리그래피,가솔린+전기,202310,75314,3734,2970,4450,X
포르쉐,타이칸 터보 GT 바이작 패키지,전기,202504,9546,12547,8770,22726,X
제네시스,GV70 2.5T 가솔린 AWD (세부등급 없음),가솔린,202103,52690,4308,1392,9999,O
벤츠,C-클래스 W205 C220 d 아방가르드,디젤,201804,93328,2285,990,4800,X
현대,더 뉴 싼타페 디젤 2.2 2WD 프레스티지,디젤,202101,103460,3312,1730,9999,X
기아,쏘렌토 4세대 HEV 1.6 2WD 그래비티,가솔린+전기,202101,108159,2821,1789,3790,O
현대,투싼 (NX4) 디젤 2.0 4WD 모던,디젤,202211,64659,2278,1859,2760,O
기아,카니발 4세대 가솔린 7인승 하이리무진 시그니처,가솔린,202103,109696,3175,1930,4900,O
BMW,5시리즈 (G30) 530i M 스포츠 플러스,가솔린,201907,55310,3427,1550,9999,X
볼보,S90 T8 AWD 인스크립션,가솔린+전기,202103,71705,3933,2590,6600,X
현대,싼타페 DM 디젤(e-VGT) 2.0 2WD 프리미엄,디젤,201312,82844,963,560,1399,X
BMW,7시리즈 (G11) 740Li xDrive 디자인 퓨어 엑셀런스,가솔린,202201,34766,4577,1959,7590,X
기아,카니발 4세대 가솔린 9인승 시그니처,가솔린,202307,30311,3175,1930,4900,O
기아,올 뉴 K7 3.0 GDI 노블레스,가솔린,201906,111551,1374,670,9999,O
벤츠,GLE-클래스 W167 GLE350e 4MATIC 쿠페,가솔린+전기,202110,51499,8252,5090,18855,O
현대,팰리세이드 가솔린 3.8 2WD 캘리그래피,가솔린,202012,109432,2881,672,4399,X
제네시스,GV80 3.5T 가솔린 AWD (세부등급 없음),가솔린,202111,51542,5255,1722,7790,O
포르쉐,카이엔 (PO536) 3.0 쿠페,가솔린,202212,90963,9493,6050,14992,X
벤츠,GLB-클래스 X247 GLB250 4MATIC,가솔린,202103,86482,3565,2799,6200,X
KG모빌리티,코란도 투리스모 4WD TX 9인승,디젤,201603,96538,681,290,1350,O
제네시스,GV80 2.5T 가솔린 AWD (세부등급 없음),가솔린,202309,4802,5255,1722,7790,X
기아,더 뉴 K7 3.0 GDI 프레스티지,가솔린,201211,140872,699,450,1120,X
현대,쏘나타 디 엣지(DN8) 1.6 터보 익스클루시브,가솔린,202311,33191,2727,864,4440,X
기아,더 뉴 카니발 4세대 7인승 그래비티,디젤,202312,51194,4334,3000,9001,X
폭스바겐,티구안 2세대 2.0 TDI 프레스티지,디젤,201806,89325,3183,1890,4880,O
지프,그랜드 체로키(WL) 3.6 오버랜드,가솔린,202312,28147,4423,2090,6499,X
쉐보레,더 뉴 트랙스 1.6 디젤 LTZ,디젤,201611,63461,868,550,1799,O
벤츠,GLC-클래스 X253 AMG GLC43 4MATIC,가솔린,202212,18861,4205,1750,6280,X
KG모빌리티,티볼리 에어 1.6 RX 2WD,가솔린,201704,36722,1006,438,1980,X
현대,더 뉴 코나 가솔린 1.6 터보 2WD 모던,가솔린,202011,24526,1936,1299,2750,X
현대,투싼 (NX4) 가솔린 1.6 터보 2WD 인스퍼레이션,가솔린,202202,70978,2278,1859,2760,X
기아,더 뉴 K3 노블레스,가솔린,201603,35609,825,410,1260,X
BMW,3시리즈 (G20) M340i,가솔린,202401,61282,3495,2330,5690,X
기아,스포티지 5세대 하이브리드 노블레스 2WD,가솔린+전기,202301,41683,3017,2200,3590,X
현대,투싼 (NX4) 가솔린 1.6 터보 2WD 인스퍼레이션,가솔린,202101,108090,2278,1859,2760,X
기아,스포티지 더 볼드 디젤 2.0 2WD 트렌디,디젤,202012,65920,1675,950,2070,X
기아,카니발 4세대 가솔린 7인승 시그니처,가솔린,202010,144638,3175,1930,4900,X
KG모빌리티,토레스 EVX 택시형,전기,202502,53217,3160,2490,3490,X
기아,K5 3세대 1.6 터보 노블레스,가솔린,202003,125527,2112,1350,3250,X
제네시스,GV70 2.5T 가솔린 2WD (세부등급 없음),가솔린,202108,54166,4308,1392,9999,X
기아,스포티지 더 볼드 디젤 2.0 2WD 프레스티지,디젤,201905,90925,1675,950,2070,O
현대,투싼 (NX4) 가솔린 1.6 터보 2WD 인스퍼레이션,가솔린,202202,70978,2278,1859,2760,O
링컨,코세어 2.0 리저브 AWD,가솔린,202103,32561,2769,1950,3260,X
기아,K7 프리미어 2.5 GDI 프레스티지,가솔린,202104,38802,1980,1290,2490,O
현대,쏘나타 (DN8) 1.6 터보 인스퍼레이션,가솔린,201910,46182,1762,1190,2640,O
쉐보레,콜로라도 3.6 익스트림 4WD,가솔린,202005,94240,2236,1750,3500,X
기아,셀토스 가솔린 1.6 터보 2WD 노블레스,가솔린,201907,106987,1831,1250,2320,X
현대,팰리세이드 디젤 2.2 2WD 캘리그래피,디젤,202107,54586,2881,672,4399,O
기아,올 뉴 모닝 디럭스 스페셜,가솔린,201110,64510,436,259,630,X
기아,더 K9 3.8 GDI AWD 베스트 셀렉션Ⅰ,가솔린,202008,80396,2431,1240,7777,X
아우디,A6 (C8) 40 TDI 프리미엄,디젤,202005,79132,3736,2250,5270,O
랜드로버,디펜더 (L663) 110 D300 X-다이나믹 HSE,디젤,202501,17390,8738,5084,24200,X
렉서스,RZ450e 럭셔리,전기,202312,57755,5613,5550,5740,X
현대,싼타페 TM 디젤 2.0 2WD 익스클루시브,디젤,201807,55884,2087,1590,2750,O
포르쉐,마칸 EV 베이스 4,전기,202512,6443,11426,7200,13700,O
현대,싼타페 TM 디젤 2.2 2WD 프레스티지,디젤,201809,120008,2087,1590,2750,X
기아,스포티지 4세대 디젤 2.0 2WD 스타일 에디션,디젤,201707,173675,2209,790,9999,X
현대,투싼 (NX4) 가솔린 1.6 터보 2WD 인스퍼레이션,가솔린,202204,54149,2278,1859,2760,X
현대,더 뉴 싼타페 디젤 2.2 2WD 익스클루시브,디젤,202201,142886,3312,1730,9999,X
기아,더 뉴 레이 밴 고급형,가솔린,201802,66136,1198,27,9999,X
현대,아반떼 AD 1.6 GDI 밸류 플러스,가솔린,201806,56115,944,649,1430,X
현대,그랜저 IG 하이브리드 익스클루시브 스페셜,가솔린+전기,201709,103824,1714,890,2199,X
벤츠,E-클래스 W213 E220d 카브리올레,디젤,201811,156263,3679,1940,7890,X
르노코리아,XM3 1.3 TCe RE 시그니처,가솔린,202004,60828,1782,990,9999,X
기아,스포티지 4세대 디젤 2.0 2WD 프레스티지,디젤,201808,164204,2209,790,9999,X
KG모빌리티,티볼리 아머 디젤 LX 2WD,디젤,201709,140760,931,550,1270,X
기아,더 뉴 기아 레이 시그니처,가솔린,202212,20621,1507,324,1999,O
볼보,XC60 2세대 T6 인스크립션,가솔린,202004,48587,4286,1790,6318,X
기아,더 뉴 셀토스 가솔린 1.6 터보 2WD 그래비티,가솔린,202302,74665,2959,1518,9999,X
제네시스,GV80 3.5T 가솔린 2WD,가솔린,202110,51659,5255,1722,7790,O
기아,더 뉴 K5 3세대 1.6 터보 노블레스,가솔린,202408,38028,3024,1670,4150,O
기아,쏘렌토 4세대 HEV 1.6 2WD 노블레스,가솔린+전기,202205,45633,2821,1789,3790,X
BMW,5시리즈 (G30) 530i M 스포츠 플러스,가솔린,201803,122539,3427,1550,9999,X
기아,더 뉴 카니발 9인승 프레스티지,디젤,201807,161416,2136,918,9999,X
르노코리아,더 뉴 SM6 1.8 TCe 프리미에르,가솔린,202009,91088,1828,999,2680,X
벤츠,E-클래스 W213 E250 익스클루시브,가솔린,202101,97327,3679,1940,7890,X
BMW,iX3 M 스포츠,전기,202112,56681,5019,3839,9999,X
기아,카니발 4세대 9인승 프레스티지,디젤,202201,85544,3175,1930,4900,X
현대,싼타페 DM 디젤(e-VGT) 2.0 2WD 프리미엄,디젤,201401,141833,963,560,1399,O
KG모빌리티,렉스턴 스포츠 칸 디젤 2.2 4WD 노블레스 (5링크),디젤,202001,85407,2133,1440,9999,O
벤츠,C-클래스 W205 C200 카브리올레,가솔린,202004,61082,2285,990,4800,O
제네시스,G80 3.3 GDI 럭셔리,가솔린,201711,168179,1736,690,2590,X
BMW,5시리즈 (F10) 520d,디젤,201405,194667,1145,450,3333,O
기아,더 뉴 셀토스 가솔린 1.6 터보 2WD 시그니처,가솔린,202411,15599,2959,1518,9999,X
현대,아반떼 (CN7) 1.6 모던,가솔린,202106,59448,1840,1230,2440,X
포드,익스플로러 2.3 리미티드 4WD 5세대,가솔린,201707,121495,1672,720,9999,X
벤츠,EQE V295 EQE350 4MATIC,전기,202303,39331,5942,4750,9999,X
벤츠,C-클래스 W205 C220 d 4MATIC AMG Line,디젤,201906,49937,2285,990,4800,X
BMW,5시리즈 (G30) 530i xDrive M 스포츠,가솔린,202211,74920,3427,1550,9999,X
쉐보레,더 넥스트 스파크 LT 플러스,가솔린,201605,34209,548,288,790,O
제네시스,GV70 2.5T 가솔린 AWD (세부등급 없음),가솔린,202307,37510,4308,1392,9999,X
포르쉐,718 카이맨 2.0,가솔린,201808,39226,6933,4050,11000,X
현대,팰리세이드 디젤 2.2 2WD 프레스티지,디젤,202203,32829,2881,672,4399,O
기아,쏘렌토 4세대 HEV 1.6 2WD 노블레스,가솔린+전기,202101,55128,2821,1789,3790,X
기아,카니발 4세대 가솔린 7인승 노블레스,가솔린,202105,64477,3175,1930,4900,X
쉐보레,더 뉴 트랙스 1.4 레드라인 LT 코어,가솔린,201911,80481,868,550,1799,X
르노코리아,SM5 노바 클래식,가솔린,201905,40120,488,180,890,O
벤츠,E-클래스 W213 E250 아방가르드,가솔린,202103,95261,3679,1940,7890,X
기아,카니발 4세대 9인승 노블레스,디젤,202310,91012,3175,1930,4900,X
현대,싼타페 더 프라임 디젤 2.0 2WD 익스클루시브 스페셜,디젤,201510,117820,1490,720,9999,X
현대,더 뉴 아반떼 AD 1.6 스타일,가솔린,201906,130130,1221,690,1599,X
현대,그랜저 IG 2.4 프리미엄 (세부등급 없음),가솔린,201801,44404,1915,799,9999,X
KG모빌리티,더 뉴 렉스턴 스포츠 칸 디젤 2.2 4WD 쿨멘 프레스티지,디젤,202403,12735,2593,1850,3490,X
르노코리아,더 뉴 QM6 2.0 LPe RE 2WD,LPG(일반인 구입),201907,127118,2216,1150,9999,X
KG모빌리티,티볼리 아머 기어 에디션 2WD,가솔린,201708,142321,931,550,1270,X
쉐보레,올 뉴 말리부 1.5 터보 LTZ 프리미엄 세이프티,가솔린,201705,88963,790,339,1299,X
기아,K8 하이브리드 시그니처 스페셜,가솔린+전기,202306,70110,2884,1850,9999,O
르노코리아,더 뉴 QM6 2.0 LPe LE 2WD,LPG(일반인 구입),201909,140080,2216,1150,9999,X
기아,더 뉴 쏘렌토 디젤 2.2 2WD 마스터,디젤,201911,90810,2001,1350,2580,X
쉐보레,더 넥스트 스파크 LTZ,가솔린,201606,56264,548,288,790,X
쉐보레,더 뉴 스파크 프리미어,가솔린,201809,58111,801,619,1280,X
현대,올 뉴 투싼 디젤 1.7 2WD 스마트,디젤,201709,106181,1357,729,1990,X
기아,스포티지 5세대 가솔린 1.6 터보 2WD 시그니처,가솔린,202110,48244,2575,1900,9999,X
기아,카니발 4세대 9인승 시그니처,디젤,202302,59705,3175,1930,4900,O
쉐보레,더 뉴 스파크 프리미어,가솔린,201901,105989,801,619,1280,X
현대,팰리세이드 디젤 2.2 4WD 프레스티지,디젤,201902,124821,2881,672,4399,O
쉐보레,더 넥스트 스파크 LT 플러스,가솔린,201701,102074,548,288,790,X
현대,더 뉴 싼타페 HEV 1.6 2WD 캘리그래피,가솔린+전기,202206,100573,3312,1730,9999,X
쉐보레,더 뉴 스파크 프리미어,가솔린,201807,40860,801,619,1280,X
벤츠,E-클래스 W213 E250 익스클루시브,가솔린,202101,38446,3679,1940,7890,X
현대,코나 1.6 터보 2WD 프리미엄,가솔린,201709,99757,1433,959,1930,X
쉐보레,올 뉴 말리부 1.5 터보 LTZ 프리미엄 세이프티,가솔린,201705,88963,790,339,1299,O
쉐보레,올란도 1.6 디젤 LTZ 프리미엄,디젤,201511,122884,437,210,730,X
기아,스포티지 5세대 가솔린 1.6 터보 2WD 시그니처,가솔린,202110,48244,2575,1900,9999,O
